,antecedents,consequents
1588,"frozenset({135492, 135493})",frozenset({70509})
1589,"frozenset({135492, 70509})",frozenset({135493})
1590,"frozenset({135493, 70509})",frozenset({135492})
1591,frozenset({135492}),"frozenset({135493, 70509})"
1592,frozenset({135493}),"frozenset({135492, 70509})"
1593,frozenset({70509}),"frozenset({135492, 135493})"
1594,"frozenset({88411, 135492})",frozenset({135493})
1595,"frozenset({88411, 135493})",frozenset({135492})
1596,"frozenset({135492, 135493})",frozenset({88411})
1597,frozenset({88411}),"frozenset({135492, 135493})"
1598,frozenset({135492}),"frozenset({88411, 135493})"
1599,frozenset({135493}),"frozenset({88411, 135492})"
1600,"frozenset({88411, 135492, 135493})",frozenset({70509})
1601,"frozenset({88411, 135492, 70509})",frozenset({135493})
1602,"frozenset({88411, 135493, 70509})",frozenset({135492})
1603,"frozenset({135492, 135493, 70509})",frozenset({88411})
1604,"frozenset({88411, 135492})","frozenset({135493, 70509})"
1605,"frozenset({88411, 135493})","frozenset({135492, 70509})"
1606,"frozenset({88411, 70509})","frozenset({135492, 135493})"
1607,"frozenset({135492, 135493})","frozenset({88411, 70509})"
1608,"frozenset({135492, 70509})","frozenset({88411, 135493})"
1609,"frozenset({135493, 70509})","frozenset({88411, 135492})"
1610,frozenset({88411}),"frozenset({135492, 135493, 70509})"
1611,frozenset({135492}),"frozenset({88411, 135493, 70509})"
1612,frozenset({135493}),"frozenset({88411, 135492, 70509})"
1613,frozenset({70509}),"frozenset({88411, 135492, 135493})"
1614,"frozenset({88411, 88676})",frozenset({135492})
1615,"frozenset({88411, 135492})",frozenset({88676})
1616,"frozenset({88676, 135492})",frozenset({88411})
1617,frozenset({88411}),"frozenset({88676, 135492})"
1618,frozenset({88676}),"frozenset({88411, 135492})"
1619,frozenset({135492}),"frozenset({88411, 88676})"
1620,"frozenset({88676, 135493})",frozenset({135492})
1621,"frozenset({88676, 135492})",frozenset({135493})
1622,"frozenset({135492, 135493})",frozenset({88676})
1623,frozenset({88676}),"frozenset({135492, 135493})"
1624,frozenset({135493}),"frozenset({88676, 135492})"
1625,frozenset({135492}),"frozenset({88676, 135493})"
1626,"frozenset({88676, 70509})",frozenset({135492})
1627,"frozenset({88676, 135492})",frozenset({70509})
1628,"frozenset({135492, 70509})",frozenset({88676})
1629,frozenset({88676}),"frozenset({135492, 70509})"
1630,frozenset({70509}),"frozenset({88676, 135492})"
1631,frozenset({135492}),"frozenset({88676, 70509})"
1632,"frozenset({88411, 88676, 135493})",frozenset({135492})
1633,"frozenset({88411, 88676, 135492})",frozenset({135493})
1634,"frozenset({88411, 135492, 135493})",frozenset({88676})
1635,"frozenset({88676, 135493, 135492})",frozenset({88411})
1636,"frozenset({88411, 88676})","frozenset({135492, 135493})"
1637,"frozenset({88411, 135493})","frozenset({88676, 135492})"
1638,"frozenset({88411, 135492})","frozenset({88676, 135493})"
1639,"frozenset({88676, 135493})","frozenset({88411, 135492})"
1640,"frozenset({88676, 135492})","frozenset({88411, 135493})"
1641,"frozenset({135492, 135493})","frozenset({88411, 88676})"
1642,frozenset({88411}),"frozenset({88676, 135493, 135492})"
1643,frozenset({88676}),"frozenset({88411, 135492, 135493})"
1644,frozenset({135493}),"frozenset({88411, 88676, 135492})"
1645,frozenset({135492}),"frozenset({88411, 88676, 135493})"
1646,"frozenset({88411, 88676, 70509})",frozenset({135492})
1647,"frozenset({88411, 88676, 135492})",frozenset({70509})
1648,"frozenset({88411, 135492, 70509})",frozenset({88676})
1649,"frozenset({88676, 70509, 135492})",frozenset({88411})
1650,"frozenset({88411, 88676})","frozenset({135492, 70509})"
1651,"frozenset({88411, 70509})","frozenset({88676, 135492})"
1652,"frozenset({88411, 135492})","frozenset({88676, 70509})"
1653,"frozenset({88676, 70509})","frozenset({88411, 135492})"
1654,"frozenset({88676, 135492})","frozenset({88411, 70509})"
1655,"frozenset({135492, 70509})","frozenset({88411, 88676})"
1656,frozenset({88411}),"frozenset({88676, 70509, 135492})"
1657,frozenset({88676}),"frozenset({88411, 135492, 70509})"
1658,frozenset({70509}),"frozenset({88411, 88676, 135492})"
1659,frozenset({135492}),"frozenset({88411, 88676, 70509})"
1660,"frozenset({88676, 135493, 70509})",frozenset({135492})
1661,"frozenset({88676, 135493, 135492})",frozenset({70509})
1662,"frozenset({88676, 70509, 135492})",frozenset({135493})
1663,"frozenset({135492, 135493, 70509})",frozenset({88676})
1664,"frozenset({88676, 135493})","frozenset({135492, 70509})"
1665,"frozenset({88676, 70509})","frozenset({135492, 135493})"
1666,"frozenset({88676, 135492})","frozenset({135493, 70509})"
1667,"frozenset({135493, 70509})","frozenset({88676, 135492})"
1668,"frozenset({135492, 135493})","frozenset({88676, 70509})"
1669,"frozenset({135492, 70509})","frozenset({88676, 135493})"
1670,frozenset({88676}),"frozenset({135492, 135493, 70509})"
1671,frozenset({135493}),"frozenset({88676, 70509, 135492})"
1672,frozenset({70509}),"frozenset({88676, 135493, 135492})"
1673,frozenset({135492}),"frozenset({88676, 135493, 70509})"
1674,"frozenset({88676, 135493, 70509, 135492})",frozenset({88411})
1675,"frozenset({88411, 88676, 135493, 135492})",frozenset({70509})
1676,"frozenset({88411, 88676, 135493, 70509})",frozenset({135492})
1677,"frozenset({88411, 88676, 70509, 135492})",frozenset({135493})
1678,"frozenset({88411, 135492, 135493, 70509})",frozenset({88676})
1679,"frozenset({88676, 135493, 135492})","frozenset({88411, 70509})"
1680,"frozenset({88676, 135493, 70509})","frozenset({88411, 135492})"
1681,"frozenset({88411, 88676, 135493})","frozenset({135492, 70509})"
1682,"frozenset({88676, 70509, 135492})","frozenset({88411, 135493})"
1683,"frozenset({88411, 88676, 135492})","frozenset({135493, 70509})"
1684,"frozenset({88411, 88676, 70509})","frozenset({135492, 135493})"
1685,"frozenset({135492, 135493, 70509})","frozenset({88411, 88676})"
1686,"frozenset({88411, 135492, 135493})","frozenset({88676, 70509})"
1687,"frozenset({88411, 135493, 70509})","frozenset({88676, 135492})"
1688,"frozenset({88411, 135492, 70509})","frozenset({88676, 135493})"
1689,"frozenset({88676, 135493})","frozenset({88411, 135492, 70509})"
1690,"frozenset({88676, 135492})","frozenset({88411, 135493, 70509})"
1691,"frozenset({88676, 70509})","frozenset({88411, 135492, 135493})"
1692,"frozenset({88411, 88676})","frozenset({135492, 135493, 70509})"
1693,"frozenset({135492, 135493})","frozenset({88411, 88676, 70509})"
1694,"frozenset({135493, 70509})","frozenset({88411, 88676, 135492})"
1695,"frozenset({88411, 135493})","frozenset({88676, 70509, 135492})"
1696,"frozenset({135492, 70509})","frozenset({88411, 88676, 135493})"
1697,"frozenset({88411, 135492})","frozenset({88676, 135493, 70509})"
1698,"frozenset({88411, 70509})","frozenset({88676, 135493, 135492})"
1699,frozenset({88676}),"frozenset({88411, 135492, 135493, 70509})"
1700,frozenset({135493}),"frozenset({88411, 88676, 70509, 135492})"
1701,frozenset({135492}),"frozenset({88411, 88676, 135493, 70509})"
1702,frozenset({70509}),"frozenset({88411, 88676, 135493, 135492})"
1703,frozenset({88411}),"frozenset({88676, 135493, 70509, 135492})"
1704,"frozenset({135492, 3336149})",frozenset({70509})
1705,"frozenset({3336149, 70509})",frozenset({135492})
1706,"frozenset({135492, 70509})",frozenset({3336149})
1707,frozenset({3336149}),"frozenset({135492, 70509})"
1708,frozenset({135492}),"frozenset({3336149, 70509})"
1709,frozenset({70509}),"frozenset({135492, 3336149})"
1710,"frozenset({88411, 135492})",frozenset({3336149})
1711,"frozenset({88411, 3336149})",frozenset({135492})
1712,"frozenset({135492, 3336149})",frozenset({88411})
1713,frozenset({88411}),"frozenset({135492, 3336149})"
1714,frozenset({135492}),"frozenset({88411, 3336149})"
1715,frozenset({3336149}),"frozenset({88411, 135492})"
1716,"frozenset({135492, 3336149})",frozenset({135493})
1717,"frozenset({135493, 3336149})",frozenset({135492})
1718,"frozenset({135492, 135493})",frozenset({3336149})
1719,frozenset({3336149}),"frozenset({135492, 135493})"
1720,frozenset({135492}),"frozenset({135493, 3336149})"
1721,frozenset({135493}),"frozenset({135492, 3336149})"
1722,"frozenset({88676, 3336149})",frozenset({135492})
1723,"frozenset({88676, 135492})",frozenset({3336149})
1724,"frozenset({135492, 3336149})",frozenset({88676})
1725,frozenset({88676}),"frozenset({135492, 3336149})"
1726,frozenset({3336149}),"frozenset({88676, 135492})"
1727,frozenset({135492}),"frozenset({88676, 3336149})"
1728,"frozenset({88411, 135492, 3336149})",frozenset({70509})
1729,"frozenset({88411, 3336149, 70509})",frozenset({135492})
1730,"frozenset({135492, 3336149, 70509})",frozenset({88411})
1731,"frozenset({88411, 135492, 70509})",frozenset({3336149})
1732,"frozenset({88411, 3336149})","frozenset({135492, 70509})"
1733,"frozenset({135492, 3336149})","frozenset({88411, 70509})"
1734,"frozenset({3336149, 70509})","frozenset({88411, 135492})"
1735,"frozenset({88411, 135492})","frozenset({3336149, 70509})"
1736,"frozenset({88411, 70509})","frozenset({135492, 3336149})"
1737,"frozenset({135492, 70509})","frozenset({88411, 3336149})"
1738,frozenset({3336149}),"frozenset({88411, 135492, 70509})"
1739,frozenset({88411}),"frozenset({135492, 3336149, 70509})"
1740,frozenset({135492}),"frozenset({88411, 3336149, 70509})"
1741,frozenset({70509}),"frozenset({88411, 135492, 3336149})"
1742,"frozenset({88411, 135492, 3336149})",frozenset({135493})
1743,"frozenset({88411, 135493, 3336149})",frozenset({135492})
1744,"frozenset({135493, 135492, 3336149})",frozenset({88411})
1745,"frozenset({88411, 135492, 135493})",frozenset({3336149})
1746,"frozenset({88411, 3336149})","frozenset({135492, 135493})"
1747,"frozenset({135492, 3336149})","frozenset({88411, 135493})"
1748,"frozenset({135493, 3336149})","frozenset({88411, 135492})"
1749,"frozenset({88411, 135492})","frozenset({135493, 3336149})"
1750,"frozenset({88411, 135493})","frozenset({135492, 3336149})"
1751,"frozenset({135492, 135493})","frozenset({88411, 3336149})"
1752,frozenset({3336149}),"frozenset({88411, 135492, 135493})"
1753,frozenset({88411}),"frozenset({135493, 135492, 3336149})"
1754,frozenset({135492}),"frozenset({88411, 135493, 3336149})"
1755,frozenset({135493}),"frozenset({88411, 135492, 3336149})"
1756,"frozenset({135493, 135492, 3336149})",frozenset({70509})
1757,"frozenset({135492, 3336149, 70509})",frozenset({135493})
1758,"frozenset({135493, 3336149, 70509})",frozenset({135492})
1759,"frozenset({135492, 135493, 70509})",frozenset({3336149})
1760,"frozenset({135492, 3336149})","frozenset({135493, 70509})"
1761,"frozenset({135493, 3336149})","frozenset({135492, 70509})"
1762,"frozenset({3336149, 70509})","frozenset({135492, 135493})"
1763,"frozenset({135492, 135493})","frozenset({3336149, 70509})"
1764,"frozenset({135492, 70509})","frozenset({135493, 3336149})"
1765,"frozenset({135493, 70509})","frozenset({135492, 3336149})"
1766,frozenset({3336149}),"frozenset({135492, 135493, 70509})"
1767,frozenset({135492}),"frozenset({135493, 3336149, 70509})"
1768,frozenset({135493}),"frozenset({135492, 3336149, 70509})"
1769,frozenset({70509}),"frozenset({135493, 135492, 3336149})"
1770,"frozenset({135492, 70509})",frozenset({88623})
1771,"frozenset({135492, 88623})",frozenset({70509})
1772,"frozenset({70509, 88623})",frozenset({135492})
1773,frozenset({135492}),"frozenset({70509, 88623})"
1774,frozenset({70509}),"frozenset({135492, 88623})"
1775,frozenset({88623}),"frozenset({135492, 70509})"
1776,"frozenset({135492, 3336149})",frozenset({88623})
1777,"frozenset({135492, 88623})",frozenset({3336149})
1778,"frozenset({3336149, 88623})",frozenset({135492})
1779,frozenset({135492}),"frozenset({3336149, 88623})"
1780,frozenset({3336149}),"frozenset({135492, 88623})"
1781,frozenset({88623}),"frozenset({135492, 3336149})"
1782,"frozenset({88411, 135492})",frozenset({88623})
1783,"frozenset({88411, 88623})",frozenset({135492})
1784,"frozenset({135492, 88623})",frozenset({88411})
1785,frozenset({88411}),"frozenset({135492, 88623})"
1786,frozenset({135492}),"frozenset({88411, 88623})"
1787,frozenset({88623}),"frozenset({88411, 135492})"
1788,"frozenset({135492, 135493})",frozenset({88623})
1789,"frozenset({135492, 88623})",frozenset({135493})
1790,"frozenset({135493, 88623})",frozenset({135492})
1791,frozenset({135492}),"frozenset({135493, 88623})"
1792,frozenset({135493}),"frozenset({135492, 88623})"
1793,frozenset({88623}),"frozenset({135492, 135493})"
1794,"frozenset({88411, 135492, 70509})",frozenset({88623})
1795,"frozenset({88411, 135492, 88623})",frozenset({70509})
1796,"frozenset({88411, 70509, 88623})",frozenset({135492})
1797,"frozenset({135492, 70509, 88623})",frozenset({88411})
1798,"frozenset({88411, 135492})","frozenset({70509, 88623})"
1799,"frozenset({88411, 70509})","frozenset({135492, 88623})"
1800,"frozenset({88411, 88623})","frozenset({135492, 70509})"
1801,"frozenset({135492, 70509})","frozenset({88411, 88623})"
1802,"frozenset({135492, 88623})","frozenset({88411, 70509})"
1803,"frozenset({70509, 88623})","frozenset({88411, 135492})"
1804,frozenset({88411}),"frozenset({135492, 70509, 88623})"
1805,frozenset({135492}),"frozenset({88411, 70509, 88623})"
1806,frozenset({70509}),"frozenset({88411, 135492, 88623})"
1807,frozenset({88623}),"frozenset({88411, 135492, 70509})"
1808,"frozenset({1698, 88411})",frozenset({135492})
1809,"frozenset({1698, 135492})",frozenset({88411})
1810,"frozenset({88411, 135492})",frozenset({1698})
1811,frozenset({1698}),"frozenset({88411, 135492})"
1812,frozenset({88411}),"frozenset({1698, 135492})"
1813,frozenset({135492}),"frozenset({1698, 88411})"
1814,"frozenset({1698, 135492})",frozenset({70509})
1815,"frozenset({1698, 70509})",frozenset({135492})
1816,"frozenset({135492, 70509})",frozenset({1698})
1817,frozenset({1698}),"frozenset({135492, 70509})"
1818,frozenset({135492}),"frozenset({1698, 70509})"
1819,frozenset({70509}),"frozenset({1698, 135492})"
1820,"frozenset({1698, 88411, 135492})",frozenset({70509})
1821,"frozenset({1698, 88411, 70509})",frozenset({135492})
1822,"frozenset({1698, 135492, 70509})",frozenset({88411})
1823,"frozenset({88411, 135492, 70509})",frozenset({1698})
1824,"frozenset({1698, 88411})","frozenset({135492, 70509})"
1825,"frozenset({1698, 135492})","frozenset({88411, 70509})"
1826,"frozenset({1698, 70509})","frozenset({88411, 135492})"
1827,"frozenset({88411, 135492})","frozenset({1698, 70509})"
1828,"frozenset({88411, 70509})","frozenset({1698, 135492})"
1829,"frozenset({135492, 70509})","frozenset({1698, 88411})"
1830,frozenset({1698}),"frozenset({88411, 135492, 70509})"
1831,frozenset({88411}),"frozenset({1698, 135492, 70509})"
1832,frozenset({135492}),"frozenset({1698, 88411, 70509})"
1833,frozenset({70509}),"frozenset({1698, 88411, 135492})"
1834,"frozenset({135505, 135492})",frozenset({135493})
1835,"frozenset({135505, 135493})",frozenset({135492})
1836,"frozenset({135492, 135493})",frozenset({135505})
1837,frozenset({135505}),"frozenset({135492, 135493})"
1838,frozenset({135492}),"frozenset({135505, 135493})"
1839,frozenset({135493}),"frozenset({135505, 135492})"
1840,"frozenset({88411, 135492})",frozenset({1755})
1841,"frozenset({88411, 1755})",frozenset({135492})
1842,"frozenset({1755, 135492})",frozenset({88411})
1843,frozenset({88411}),"frozenset({1755, 135492})"
1844,frozenset({135492}),"frozenset({88411, 1755})"
1845,frozenset({1755}),"frozenset({88411, 135492})"
1846,"frozenset({135492, 88622})",frozenset({88623})
1847,"frozenset({135492, 88623})",frozenset({88622})
1848,"frozenset({88622, 88623})",frozenset({135492})
1849,frozenset({135492}),"frozenset({88622, 88623})"
1850,frozenset({88622}),"frozenset({135492, 88623})"
1851,frozenset({88623}),"frozenset({135492, 88622})"
1852,frozenset({23004}),frozenset({70509})
1853,frozenset({70509}),frozenset({23004})
1854,frozenset({23004}),frozenset({1708})
1855,frozenset({1708}),frozenset({23004})
1856,frozenset({70449}),frozenset({23004})
1857,frozenset({23004}),frozenset({70449})
1858,"frozenset({1708, 23004})",frozenset({70509})
1859,"frozenset({23004, 70509})",frozenset({1708})
1860,"frozenset({1708, 70509})",frozenset({23004})
1861,frozenset({23004}),"frozenset({1708, 70509})"
1862,frozenset({1708}),"frozenset({23004, 70509})"
1863,frozenset({70509}),"frozenset({1708, 23004})"
1864,frozenset({88443}),frozenset({1755})
1865,frozenset({1755}),frozenset({88443})
1866,frozenset({88411}),frozenset({88443})
1867,frozenset({88443}),frozenset({88411})
1868,frozenset({88443}),frozenset({70509})
1869,frozenset({70509}),frozenset({88443})
1870,frozenset({88443}),frozenset({135789})
1871,frozenset({135789}),frozenset({88443})
1872,frozenset({88443}),frozenset({23004})
1873,frozenset({23004}),frozenset({88443})
1874,"frozenset({88411, 70509})",frozenset({88443})
1875,"frozenset({88411, 88443})",frozenset({70509})
1876,"frozenset({88443, 70509})",frozenset({88411})
1877,frozenset({88411}),"frozenset({88443, 70509})"
1878,frozenset({70509}),"frozenset({88411, 88443})"
1879,frozenset({88443}),"frozenset({88411, 70509})"
1880,frozenset({70509}),frozenset({88623})
1881,frozenset({88623}),frozenset({70509})
1882,frozenset({88411}),frozenset({88623})
1883,frozenset({88623}),frozenset({88411})
1884,frozenset({1755}),frozenset({88623})
1885,frozenset({88623}),frozenset({1755})
1886,frozenset({3336149}),frozenset({88623})
1887,frozenset({88623}),frozenset({3336149})
1888,frozenset({1697}),frozenset({88623})
1889,frozenset({88623}),frozenset({1697})
1890,frozenset({87118}),frozenset({88623})
1891,frozenset({88623}),frozenset({87118})
1892,frozenset({1698}),frozenset({88623})
1893,frozenset({88623}),frozenset({1698})
1894,frozenset({88443}),frozenset({88623})
1895,frozenset({88623}),frozenset({88443})
1896,"frozenset({88411, 70509})",frozenset({88623})
1897,"frozenset({88411, 88623})",frozenset({70509})
1898,"frozenset({70509, 88623})",frozenset({88411})
1899,frozenset({88411}),"frozenset({70509, 88623})"
1900,frozenset({70509}),"frozenset({88411, 88623})"
1901,frozenset({88623}),"frozenset({88411, 70509})"
1902,"frozenset({88411, 1755})",frozenset({88623})
1903,"frozenset({88411, 88623})",frozenset({1755})
1904,"frozenset({1755, 88623})",frozenset({88411})
1905,frozenset({88411}),"frozenset({1755, 88623})"
1906,frozenset({1755}),"frozenset({88411, 88623})"
1907,frozenset({88623}),"frozenset({88411, 1755})"
1908,"frozenset({3336149, 70509})",frozenset({88623})
1909,"frozenset({3336149, 88623})",frozenset({70509})
1910,"frozenset({70509, 88623})",frozenset({3336149})
1911,frozenset({3336149}),"frozenset({70509, 88623})"
1912,frozenset({70509}),"frozenset({3336149, 88623})"
1913,frozenset({88623}),"frozenset({3336149, 70509})"
1914,"frozenset({88411, 3336149})",frozenset({88623})
1915,"frozenset({88411, 88623})",frozenset({3336149})
1916,"frozenset({3336149, 88623})",frozenset({88411})
1917,frozenset({88411}),"frozenset({3336149, 88623})"
1918,frozenset({3336149}),"frozenset({88411, 88623})"
1919,frozenset({88623}),"frozenset({88411, 3336149})"
1920,"frozenset({88411, 3336149, 70509})",frozenset({88623})
1921,"frozenset({88411, 3336149, 88623})",frozenset({70509})
1922,"frozenset({3336149, 70509, 88623})",frozenset({88411})
1923,"frozenset({88411, 70509, 88623})",frozenset({3336149})
1924,"frozenset({88411, 3336149})","frozenset({70509, 88623})"
1925,"frozenset({3336149, 70509})","frozenset({88411, 88623})"
1926,"frozenset({3336149, 88623})","frozenset({88411, 70509})"
1927,"frozenset({88411, 70509})","frozenset({3336149, 88623})"
1928,"frozenset({88411, 88623})","frozenset({3336149, 70509})"
1929,"frozenset({70509, 88623})","frozenset({88411, 3336149})"
1930,frozenset({3336149}),"frozenset({88411, 70509, 88623})"
1931,frozenset({88411}),"frozenset({3336149, 70509, 88623})"
1932,frozenset({70509}),"frozenset({88411, 3336149, 88623})"
1933,frozenset({88623}),"frozenset({88411, 3336149, 70509})"
1934,"frozenset({1697, 70509})",frozenset({88623})
1935,"frozenset({1697, 88623})",frozenset({70509})
1936,"frozenset({70509, 88623})",frozenset({1697})
1937,frozenset({1697}),"frozenset({70509, 88623})"
1938,frozenset({70509}),"frozenset({1697, 88623})"
1939,frozenset({88623}),"frozenset({1697, 70509})"
1940,"frozenset({70509, 87118})",frozenset({88623})
1941,"frozenset({70509, 88623})",frozenset({87118})
1942,"frozenset({87118, 88623})",frozenset({70509})
1943,frozenset({70509}),"frozenset({87118, 88623})"
1944,frozenset({87118}),"frozenset({70509, 88623})"
1945,frozenset({88623}),"frozenset({70509, 87118})"
1946,"frozenset({1698, 70509})",frozenset({88623})
1947,"frozenset({1698, 88623})",frozenset({70509})
1948,"frozenset({70509, 88623})",frozenset({1698})
1949,frozenset({1698}),"frozenset({70509, 88623})"
1950,frozenset({70509}),"frozenset({1698, 88623})"
1951,frozenset({88623}),"frozenset({1698, 70509})"
1952,frozenset({135507}),frozenset({88411})
1953,frozenset({88411}),frozenset({135507})
1954,frozenset({135507}),frozenset({70509})
1955,frozenset({70509}),frozenset({135507})
1956,frozenset({135507}),frozenset({88676})
1957,frozenset({88676}),frozenset({135507})
1958,frozenset({135507}),frozenset({135493})
1959,frozenset({135493}),frozenset({135507})
1960,frozenset({135507}),frozenset({1755})
1961,frozenset({1755}),frozenset({135507})
1962,"frozenset({88411, 135507})",frozenset({70509})
1963,"frozenset({135507, 70509})",frozenset({88411})
1964,"frozenset({88411, 70509})",frozenset({135507})
1965,frozenset({135507}),"frozenset({88411, 70509})"
1966,frozenset({88411}),"frozenset({135507, 70509})"
1967,frozenset({70509}),"frozenset({88411, 135507})"
1968,"frozenset({88411, 135507})",frozenset({88676})
1969,"frozenset({135507, 88676})",frozenset({88411})
1970,"frozenset({88411, 88676})",frozenset({135507})
1971,frozenset({135507}),"frozenset({88411, 88676})"
1972,frozenset({88411}),"frozenset({135507, 88676})"
1973,frozenset({88676}),"frozenset({88411, 135507})"
1974,"frozenset({88411, 135507})",frozenset({135493})
1975,"frozenset({135507, 135493})",frozenset({88411})
1976,"frozenset({88411, 135493})",frozenset({135507})
1977,frozenset({135507}),"frozenset({88411, 135493})"
1978,frozenset({88411}),"frozenset({135507, 135493})"
1979,frozenset({135493}),"frozenset({88411, 135507})"
1980,"frozenset({88411, 135507})",frozenset({1755})
1981,"frozenset({135507, 1755})",frozenset({88411})
1982,"frozenset({88411, 1755})",frozenset({135507})
1983,frozenset({135507}),"frozenset({88411, 1755})"
1984,frozenset({88411}),"frozenset({135507, 1755})"
1985,frozenset({1755}),"frozenset({88411, 135507})"
1986,frozenset({88411}),frozenset({135501})
1987,frozenset({135501}),frozenset({88411})
1988,frozenset({1755}),frozenset({135501})
1989,frozenset({135501}),frozenset({1755})
1990,frozenset({135501}),frozenset({70509})
1991,frozenset({70509}),frozenset({135501})
1992,frozenset({135493}),frozenset({135501})
1993,frozenset({135501}),frozenset({135493})
1994,"frozenset({88411, 135501})",frozenset({1755})
1995,"frozenset({88411, 1755})",frozenset({135501})
1996,"frozenset({1755, 135501})",frozenset({88411})
1997,frozenset({88411}),"frozenset({1755, 135501})"
1998,frozenset({135501}),"frozenset({88411, 1755})"
1999,frozenset({1755}),"frozenset({88411, 135501})"
2000,"frozenset({88411, 135501})",frozenset({70509})
2001,"frozenset({88411, 70509})",frozenset({135501})
2002,"frozenset({135501, 70509})",frozenset({88411})
2003,frozenset({88411}),"frozenset({135501, 70509})"
2004,frozenset({135501}),"frozenset({88411, 70509})"
2005,frozenset({70509}),"frozenset({88411, 135501})"
2006,"frozenset({88411, 135493})",frozenset({135501})
2007,"frozenset({88411, 135501})",frozenset({135493})
2008,"frozenset({135501, 135493})",frozenset({88411})
2009,frozenset({88411}),"frozenset({135501, 135493})"
2010,frozenset({135493}),"frozenset({88411, 135501})"
2011,frozenset({135501}),"frozenset({88411, 135493})"
2012,frozenset({135495}),frozenset({761495})
2013,frozenset({761495}),frozenset({135495})
2014,frozenset({3336149}),frozenset({761495})
2015,frozenset({761495}),frozenset({3336149})
2016,frozenset({88411}),frozenset({761495})
2017,frozenset({761495}),frozenset({88411})
2018,frozenset({70509}),frozenset({761495})
2019,frozenset({761495}),frozenset({70509})
2020,frozenset({88675}),frozenset({761495})
2021,frozenset({761495}),frozenset({88675})
2022,frozenset({88623}),frozenset({761495})
2023,frozenset({761495}),frozenset({88623})
2024,frozenset({88411}),frozenset({15021876})
2025,frozenset({15021876}),frozenset({88411})
2026,frozenset({1755}),frozenset({15021876})
2027,frozenset({15021876}),frozenset({1755})
2028,frozenset({15021876}),frozenset({135495})
2029,frozenset({135495}),frozenset({15021876})
2030,frozenset({88676}),frozenset({15021876})
2031,frozenset({15021876}),frozenset({88676})
2032,frozenset({15021876}),frozenset({88623})
2033,frozenset({88623}),frozenset({15021876})
2034,"frozenset({88411, 15021876})",frozenset({1755})
2035,"frozenset({88411, 1755})",frozenset({15021876})
2036,"frozenset({1755, 15021876})",frozenset({88411})
2037,frozenset({88411}),"frozenset({1755, 15021876})"
2038,frozenset({15021876}),"frozenset({88411, 1755})"
2039,frozenset({1755}),"frozenset({88411, 15021876})"
2040,"frozenset({88411, 15021876})",frozenset({135495})
2041,"frozenset({88411, 135495})",frozenset({15021876})
2042,"frozenset({15021876, 135495})",frozenset({88411})
2043,frozenset({88411}),"frozenset({15021876, 135495})"
2044,frozenset({15021876}),"frozenset({88411, 135495})"
2045,frozenset({135495}),"frozenset({88411, 15021876})"
2046,"frozenset({88411, 15021876})",frozenset({88623})
2047,"frozenset({88411, 88623})",frozenset({15021876})
2048,"frozenset({15021876, 88623})",frozenset({88411})
2049,frozenset({88411}),"frozenset({15021876, 88623})"
2050,frozenset({15021876}),"frozenset({88411, 88623})"
2051,frozenset({88623}),"frozenset({88411, 15021876})"
2052,frozenset({88411}),frozenset({135503})
2053,frozenset({135503}),frozenset({88411})
2054,frozenset({70509}),frozenset({135503})
2055,frozenset({135503}),frozenset({70509})
2056,frozenset({135493}),frozenset({135503})
2057,frozenset({135503}),frozenset({135493})
2058,frozenset({1755}),frozenset({135503})
2059,frozenset({135503}),frozenset({1755})
2060,"frozenset({88411, 70509})",frozenset({135503})
2061,"frozenset({88411, 135503})",frozenset({70509})
2062,"frozenset({70509, 135503})",frozenset({88411})
2063,frozenset({88411}),"frozenset({70509, 135503})"
2064,frozenset({70509}),"frozenset({88411, 135503})"
2065,frozenset({135503}),"frozenset({88411, 70509})"
2066,"frozenset({88411, 135493})",frozenset({135503})
2067,"frozenset({88411, 135503})",frozenset({135493})
2068,"frozenset({135493, 135503})",frozenset({88411})
2069,frozenset({88411}),"frozenset({135493, 135503})"
2070,frozenset({135493}),"frozenset({88411, 135503})"
2071,frozenset({135503}),"frozenset({88411, 135493})"
2072,"frozenset({135493, 70509})",frozenset({135503})
2073,"frozenset({135493, 135503})",frozenset({70509})
2074,"frozenset({70509, 135503})",frozenset({135493})
2075,frozenset({135493}),"frozenset({70509, 135503})"
2076,frozenset({70509}),"frozenset({135493, 135503})"
2077,frozenset({135503}),"frozenset({135493, 70509})"
2078,"frozenset({88411, 135493, 70509})",frozenset({135503})
2079,"frozenset({88411, 135493, 135503})",frozenset({70509})
2080,"frozenset({88411, 70509, 135503})",frozenset({135493})
2081,"frozenset({135493, 70509, 135503})",frozenset({88411})
2082,"frozenset({88411, 135493})","frozenset({70509, 135503})"
2083,"frozenset({88411, 70509})","frozenset({135493, 135503})"
2084,"frozenset({88411, 135503})","frozenset({135493, 70509})"
2085,"frozenset({135493, 70509})","frozenset({88411, 135503})"
2086,"frozenset({135493, 135503})","frozenset({88411, 70509})"
2087,"frozenset({70509, 135503})","frozenset({88411, 135493})"
2088,frozenset({88411}),"frozenset({135493, 70509, 135503})"
2089,frozenset({135493}),"frozenset({88411, 70509, 135503})"
2090,frozenset({70509}),"frozenset({88411, 135493, 135503})"
2091,frozenset({135503}),"frozenset({88411, 135493, 70509})"
2092,"frozenset({88411, 1755})",frozenset({135503})
